Season,Extend_Len,Window,Threshold,RMSE_Weight,MMD_Weight,Dec_Extra,MIC_Threshold,Map_Len,MAE,RMSE,MAPE,IA,Total_Time,Stage
夏季,15,3,7.0,1.0,0.1,7,0.2,4,0.8111,1.1044,0.3303,0.8377,507.93,1_Opt_Extend
夏季,20,3,7.0,1.0,0.1,7,0.2,4,0.8316,1.1344,0.3314,0.8286,503.04,1_Opt_Extend
夏季,25,3,7.0,1.0,0.1,7,0.2,4,0.8054,1.0901,0.3292,0.8451,487.32,1_Opt_Extend
夏季,30,3,7.0,1.0,0.1,7,0.2,4,0.7962,1.0819,0.3248,0.8451,501.6,1_Opt_Extend
夏季,30,1,7.0,1.0,0.1,7,0.2,4,0.8367,1.135,0.328,0.8296,496.17,2_Opt_Window
夏季,30,2,7.0,1.0,0.1,7,0.2,4,0.8062,1.092,0.3224,0.8445,498.26,2_Opt_Window
夏季,30,3,7.0,1.0,0.1,7,0.2,4,0.7962,1.0819,0.3248,0.8451,501.6,2_Opt_Window
夏季,30,4,7.0,1.0,0.1,7,0.2,4,0.8359,1.1496,0.3392,0.8248,518.17,2_Opt_Window
夏季,30,5,7.0,1.0,0.1,7,0.2,4,0.8255,1.1343,0.3272,0.8284,512.69,2_Opt_Window
夏季,30,3,3.0,1.0,0.1,7,0.2,4,0.7972,1.0814,0.3339,0.8455,493.39,3_Opt_Threshold
夏季,30,3,5.0,1.0,0.1,7,0.2,4,0.8061,1.1035,0.3213,0.8379,501.02,3_Opt_Threshold
夏季,30,3,7.0,1.0,0.1,7,0.2,4,0.7962,1.0819,0.3248,0.8451,501.6,3_Opt_Threshold
夏季,30,3,9.0,1.0,0.1,7,0.2,4,0.7937,1.0762,0.3314,0.8474,489.25,3_Opt_Threshold
夏季,30,3,11.0,1.0,0.1,7,0.2,4,0.8038,1.091,0.3226,0.8429,497.9,3_Opt_Threshold
夏季,30,3,9.0,1.0,0.1,3,0.2,4,0.8151,1.1162,0.3304,0.8367,527.85,4_Opt_DecExtra
夏季,30,3,9.0,1.0,0.1,5,0.2,4,0.8264,1.1364,0.328,0.8293,528.83,4_Opt_DecExtra
夏季,30,3,9.0,1.0,0.1,7,0.2,4,0.7937,1.0762,0.3314,0.8474,489.25,4_Opt_DecExtra
夏季,30,3,9.0,1.0,0.1,9,0.2,4,0.808,1.0888,0.3436,0.8416,481.01,4_Opt_DecExtra
夏季,30,3,9.0,1.0,0.1,11,0.2,4,0.8071,1.0975,0.3184,0.8393,487.76,4_Opt_DecExtra
夏季,30,3,9.0,0.1,0.1,7,0.2,4,0.7948,1.0775,0.3341,0.8472,435.1,5_Opt_RmseWeight
夏季,30,3,9.0,0.5,0.1,7,0.2,4,0.8096,1.088,0.3542,0.8452,432.15,5_Opt_RmseWeight
夏季,30,3,9.0,1.0,0.1,7,0.2,4,0.7937,1.0762,0.3314,0.8474,489.25,5_Opt_RmseWeight
夏季,30,3,9.0,1.5,0.1,7,0.2,4,0.7952,1.079,0.3303,0.8467,426.01,5_Opt_RmseWeight
夏季,30,3,9.0,2.0,0.1,7,0.2,4,0.8206,1.1213,0.3142,0.8365,487.66,5_Opt_RmseWeight
夏季,30,3,9.0,1.0,0.01,7,0.2,4,0.8119,1.1135,0.3223,0.8352,504.52,6_Opt_MmdWeight
夏季,30,3,9.0,1.0,0.05,7,0.2,4,0.7979,1.0861,0.3221,0.8452,491.49,6_Opt_MmdWeight
夏季,30,3,9.0,1.0,0.1,7,0.2,4,0.7937,1.0762,0.3314,0.8474,489.25,6_Opt_MmdWeight
夏季,30,3,9.0,1.0,0.2,7,0.2,4,0.7971,1.0842,0.331,0.8446,487.15,6_Opt_MmdWeight
夏季,30,3,9.0,1.0,0.5,7,0.2,4,0.8103,1.1033,0.3176,0.84,492.63,6_Opt_MmdWeight
夏季,30,3,9.0,1.0,0.1,7,0.1,10,0.8378,1.1368,0.3376,0.8306,511.47,7_Opt_MicThreshold
夏季,30,3,9.0,1.0,0.1,7,0.15,5,0.8574,1.1581,0.3407,0.8215,518.98,7_Opt_MicThreshold
夏季,30,3,9.0,1.0,0.1,7,0.2,4,0.7937,1.0762,0.3314,0.8474,489.25,7_Opt_MicThreshold
夏季,30,3,9.0,1.0,0.1,7,0.25,3,1.0347,1.3583,0.3373,0.7617,473.92,7_Opt_MicThreshold
夏季,30,3,9.0,1.0,0.1,7,0.3,3,0.9157,1.2017,0.421,0.8143,480.17,7_Opt_MicThreshold
秋季,10,3,7.0,1.0,0.1,7,0.2,5,0.6916,0.9301,0.2997,0.9423,1115.96,1_Opt_Extend
秋季,15,3,7.0,1.0,0.1,7,0.2,5,0.6967,0.9318,0.2996,0.9422,452.64,1_Opt_Extend
秋季,20,3,7.0,1.0,0.1,7,0.2,5,0.6882,0.9297,0.3029,0.942,458.79,1_Opt_Extend
秋季,25,3,7.0,1.0,0.1,7,0.2,5,0.7059,0.9744,0.302,0.9344,468.17,1_Opt_Extend
秋季,30,3,7.0,1.0,0.1,7,0.2,5,0.6557,0.8925,0.2883,0.9448,481.62,1_Opt_Extend
秋季,30,1,7.0,1.0,0.1,7,0.2,5,0.6582,0.8885,0.2883,0.9459,481.67,2_Opt_Window
秋季,30,2,7.0,1.0,0.1,7,0.2,5,0.6635,0.9046,0.2888,0.943,501.64,2_Opt_Window
秋季,30,3,7.0,1.0,0.1,7,0.2,5,0.6557,0.8925,0.2883,0.9448,481.62,2_Opt_Window
秋季,30,4,7.0,1.0,0.1,7,0.2,5,0.6759,0.9135,0.3017,0.9427,457.95,2_Opt_Window
秋季,30,5,7.0,1.0,0.1,7,0.2,5,0.6598,0.8959,0.2904,0.9449,500.2,2_Opt_Window
秋季,30,3,3.0,1.0,0.1,7,0.2,5,0.6498,0.8821,0.2868,0.9459,469.23,3_Opt_Threshold
秋季,30,3,5.0,1.0,0.1,7,0.2,5,0.6535,0.8909,0.2878,0.9449,485.01,3_Opt_Threshold
秋季,30,3,7.0,1.0,0.1,7,0.2,5,0.6557,0.8925,0.2883,0.9448,481.62,3_Opt_Threshold
秋季,30,3,9.0,1.0,0.1,7,0.2,5,0.6539,0.8907,0.2876,0.9451,479.18,3_Opt_Threshold
秋季,30,3,11.0,1.0,0.1,7,0.2,5,0.653,0.8901,0.2875,0.9449,482.94,3_Opt_Threshold
秋季,30,3,3.0,1.0,0.1,3,0.2,5,0.7012,0.9532,0.3187,0.9383,500.74,4_Opt_DecExtra
秋季,30,3,3.0,1.0,0.1,5,0.2,5,0.7194,0.9695,0.3135,0.9367,480.09,4_Opt_DecExtra
秋季,30,3,3.0,1.0,0.1,7,0.2,5,0.6498,0.8821,0.2868,0.9459,469.23,4_Opt_DecExtra
秋季,30,3,3.0,1.0,0.1,9,0.2,5,0.6558,0.8819,0.292,0.9453,456.66,4_Opt_DecExtra
秋季,30,3,3.0,1.0,0.1,11,0.2,5,0.6459,0.8724,0.2884,0.9462,464.9,4_Opt_DecExtra
秋季,30,3,3.0,0.1,0.1,11,0.2,5,0.6602,0.8848,0.2949,0.9443,459.34,5_Opt_RmseWeight
秋季,30,3,3.0,0.5,0.1,11,0.2,5,0.6697,0.894,0.2984,0.9429,464.39,5_Opt_RmseWeight
秋季,30,3,3.0,1.0,0.1,11,0.2,5,0.6459,0.8724,0.2884,0.9462,464.9,5_Opt_RmseWeight
秋季,30,3,3.0,1.5,0.1,11,0.2,5,0.6686,0.8934,0.2979,0.9429,545.84,5_Opt_RmseWeight
秋季,30,3,3.0,2.0,0.1,11,0.2,5,0.6601,0.8848,0.2948,0.9443,460.6,5_Opt_RmseWeight
秋季,30,3,3.0,1.0,0.01,11,0.2,5,0.6692,0.8944,0.2981,0.9429,464.43,6_Opt_MmdWeight
秋季,30,3,3.0,1.0,0.05,11,0.2,5,0.6619,0.8858,0.2955,0.9441,465.19,6_Opt_MmdWeight
秋季,30,3,3.0,1.0,0.1,11,0.2,5,0.6459,0.8724,0.2884,0.9462,464.9,6_Opt_MmdWeight
秋季,30,3,3.0,1.0,0.2,11,0.2,5,0.6539,0.882,0.2916,0.9447,461.58,6_Opt_MmdWeight
秋季,30,3,3.0,1.0,0.5,11,0.2,5,0.6648,0.8891,0.2956,0.9437,459.7,6_Opt_MmdWeight
秋季,30,3,3.0,1.0,0.1,11,0.1,10,0.6719,0.9409,0.31,0.9378,473.19,7_Opt_MicThreshold
秋季,30,3,3.0,1.0,0.1,11,0.15,8,0.8283,1.1164,0.3692,0.9166,491.51,7_Opt_MicThreshold
秋季,30,3,3.0,1.0,0.1,11,0.2,5,0.6459,0.8724,0.2884,0.9462,464.9,7_Opt_MicThreshold
秋季,30,3,3.0,1.0,0.1,11,0.25,4,0.6798,0.9204,0.3038,0.9426,469.04,7_Opt_MicThreshold
秋季,30,3,3.0,1.0,0.1,11,0.3,4,0.6792,0.9127,0.3098,0.9433,469.09,7_Opt_MicThreshold
冬季,10,3,7.0,1.0,0.1,7,0.2,7,0.7562,1.0718,0.3077,0.9208,1094.52,1_Opt_Extend
冬季,15,3,7.0,1.0,0.1,7,0.2,7,0.7653,1.0851,0.317,0.919,474.62,1_Opt_Extend
冬季,20,3,7.0,1.0,0.1,7,0.2,7,0.8246,1.145,0.34,0.9077,474.42,1_Opt_Extend
冬季,25,3,7.0,1.0,0.1,7,0.2,7,0.8478,1.1841,0.3493,0.902,486.4,1_Opt_Extend
冬季,30,3,7.0,1.0,0.1,7,0.2,7,0.9831,1.3235,0.4335,0.8821,492.91,1_Opt_Extend
冬季,10,1,7.0,1.0,0.1,7,0.2,7,0.8,1.1244,0.3219,0.9135,481.14,2_Opt_Window
冬季,10,2,7.0,1.0,0.1,7,0.2,7,0.7935,1.1061,0.3256,0.9157,469.68,2_Opt_Window
冬季,10,3,7.0,1.0,0.1,7,0.2,7,0.7562,1.0718,0.3077,0.9208,1094.52,2_Opt_Window
冬季,10,4,7.0,1.0,0.1,7,0.2,7,0.7864,1.1035,0.3152,0.9158,479.68,2_Opt_Window
冬季,10,5,7.0,1.0,0.1,7,0.2,7,0.7577,1.0755,0.3055,0.9208,511.3,2_Opt_Window
冬季,10,3,3.0,1.0,0.1,7,0.2,7,0.7589,1.0788,0.3089,0.919,464.53,3_Opt_Threshold
冬季,10,3,5.0,1.0,0.1,7,0.2,7,0.7743,1.0941,0.3153,0.9174,467.8,3_Opt_Threshold
冬季,10,3,7.0,1.0,0.1,7,0.2,7,0.7562,1.0718,0.3077,0.9208,1094.52,3_Opt_Threshold
冬季,10,3,9.0,1.0,0.1,7,0.2,7,0.7932,1.1059,0.3224,0.915,474.56,3_Opt_Threshold
冬季,10,3,11.0,1.0,0.1,7,0.2,7,0.7962,1.1137,0.322,0.9143,471.01,3_Opt_Threshold
冬季,10,3,7.0,1.0,0.1,3,0.2,7,1.0968,1.3877,0.4775,0.8828,516.61,4_Opt_DecExtra
冬季,10,3,7.0,1.0,0.1,5,0.2,7,0.804,1.1145,0.3239,0.9142,491.51,4_Opt_DecExtra
冬季,10,3,7.0,1.0,0.1,7,0.2,7,0.7562,1.0718,0.3077,0.9208,1094.52,4_Opt_DecExtra
冬季,10,3,7.0,1.0,0.1,9,0.2,7,0.7592,1.0796,0.3082,0.9193,493.72,4_Opt_DecExtra
冬季,10,3,7.0,1.0,0.1,11,0.2,7,0.7546,1.0732,0.308,0.9202,504.12,4_Opt_DecExtra
冬季,10,3,7.0,0.1,0.1,11,0.2,7,0.7358,1.056,0.2997,0.923,521.06,5_Opt_RmseWeight
冬季,10,3,7.0,0.5,0.1,11,0.2,7,0.7632,1.0943,0.3017,0.9174,493.86,5_Opt_RmseWeight
冬季,10,3,7.0,1.0,0.1,11,0.2,7,0.7546,1.0732,0.308,0.9202,504.12,5_Opt_RmseWeight
冬季,10,3,7.0,1.5,0.1,11,0.2,7,0.7617,1.0845,0.3076,0.9186,503.2,5_Opt_RmseWeight
冬季,10,3,7.0,2.0,0.1,11,0.2,7,0.7726,1.0979,0.3117,0.917,498.98,5_Opt_RmseWeight
冬季,10,3,7.0,0.1,0.01,11,0.2,7,0.7325,1.039,0.296,0.9246,479.19,6_Opt_MmdWeight
冬季,10,3,7.0,0.1,0.05,11,0.2,7,0.753,1.0739,0.3026,0.9199,484.05,6_Opt_MmdWeight
冬季,10,3,7.0,0.1,0.1,11,0.2,7,0.7358,1.056,0.2997,0.923,521.06,6_Opt_MmdWeight
冬季,10,3,7.0,0.1,0.2,11,0.2,7,0.7584,1.0832,0.3046,0.9189,503.06,6_Opt_MmdWeight
冬季,10,3,7.0,0.1,0.5,11,0.2,7,0.7565,1.0734,0.3074,0.9203,492.91,6_Opt_MmdWeight
冬季,10,3,7.0,0.1,0.01,11,0.1,10,0.7814,1.1081,0.3191,0.914,461.18,7_Opt_MicThreshold
冬季,10,3,7.0,0.1,0.01,11,0.15,10,0.7945,1.121,0.3203,0.9148,484.64,7_Opt_MicThreshold
冬季,10,3,7.0,0.1,0.01,11,0.2,7,0.7325,1.039,0.296,0.9246,479.19,7_Opt_MicThreshold
冬季,10,3,7.0,0.1,0.01,11,0.25,6,0.7136,1.0267,0.287,0.9279,546.22,7_Opt_MicThreshold
冬季,10,3,7.0,0.1,0.01,11,0.3,5,0.7252,1.0354,0.2899,0.9254,565.73,7_Opt_MicThreshold
